chunk_id,text,wiki_id,chunk_length,repair_type,contains_warning
"MacBook_Pro_13""_Retina_Display_Early_2015_Trackpad_Replacement_1","- iOpener

 - P5 Pentalobe Screwdriver Retina MacBook Pro and Air

 - Plastic Cards

 - Spudger

 - T5 Torx Screwdriver

 - T3 Torx Screwdriver


###Parts Required:

 - MacBook Pro 13"" Retina (Early 2015) Trackpad

 - MacBook Pro 13"" Retina (Early 2015) Trackpad Cable","MacBook_Pro_13""_Retina_Display_Early_2015_Trackpad_Replacement",80,keyboard,False
Creating_Key_Switch_Foam_Pads_for_Apple_Lisa_Keyboard_2,"## Cleaning the Pad Edges
After punching the desired amount of pads, remove the punched pads from the foam strip. Use scissors to cut any rough edges from the created pads.


## Inserting Pad
Stick the new foam pad onto the underside of the key mechanism so the sticky side is adhered to the key mechanism and the plastic side of the metal film is oriented toward the circuit board (when Keyboard is reassembled.) Photo credit: deskthority.net


## Reassemble Keyboard
Reassemble keyboard. Verify all the foam pads function. If they don’t verify that they are wrinkle free and are perfectly sized.
To reassemble your device, follow these instructions in reverse order.",Creating_Key_Switch_Foam_Pads_for_Apple_Lisa_Keyboard,146,keyboard,True
"MacBook_Air_15""_2024_Trackpad_Replacement_8","## Step 3
Remove the trackpad from the display.
Reassembly note:
Before installing your new trackpad, make sure all four washers are in place.


## Transfer the trackpad cable
Before installing your trackpad, make sure it has a cable installed. If your new trackpad doesn't come with a cable, follow the next three steps to remove and transfer the old cable.
Use the tip of a spudger or a clean fingernail to flip up the hinged locking flap on the trackpad cable ZIF connector.
During reassembly:
Secure the cable by flipping the locking flap down.
If your trackpad cable comes with adhesive, remove the plastic liner and press the cable into place on the trackpad.
If the cable doesn't have adhesive, use a strip of [product|IF317-072-6|double-sided tape|new_window=true] to secure it to the trackpad.","MacBook_Air_15""_2024_Trackpad_Replacement",200,keyboard,False
"MacBook_Air_13""_Late_2020_Trackpad_Replacement_5","## Remove the trackpad cable
If your replacement trackpad comes with a trackpad cable preinstalled, this step isn't necessary.
Use the flat end of a spudger to lift the small locking flap on the trackpad's ZIF connector.
Slide the trackpad cable straight out of the ZIF connector.
Compare your new replacement part to the original part—you may need to transfer remaining components or remove adhesive backings from the new part before installing.

***To reassemble your device, follow the above steps in reverse order.***

***Once you've completed your repair, your laptop may not power back on until connected to power.***

Take your e-waste to an [[E-Waste|R2 or e-Stewards certified recycler|new_window=true]].

Repair didn’t go as planned? Check out our [link|https://www.ifixit.com/Answers/Device/MacBook%20Air%2013%22%20Late%202020|Answers community] for troubleshooting help.","MacBook_Air_13""_Late_2020_Trackpad_Replacement",236,keyboard,False
"MacBook_Pro_15""_Retina_Display_Mid_2015_Battery_Replacement_12","## Step 2
Use the tip of a spudger to flip up the black locking tab on the trackpad ribbon cable ZIF connector.


## Step 3
Insert an opening pick between the trackpad ribbon cable and the battery.
Carefully slide your pick underneath the length of the ribbon cable to separate the adhesive securing it to the battery.
The ribbon cable is easily damaged. If necessary, use a little heat from an iOpener or hair dryer to soften the adhesive so you can remove it with less force.


## Step 4
Remove the trackpad ribbon cable.


## Step 5
Remove the two 3.2 mm T5 Torx screws securing the battery board.


## Step 6
The liquid adhesive remover provided in your kit can affect the antireflective coating on your MacBook Pro's display.
To protect your display, place a sheet of aluminum foil between the display and keyboard and leave it there while you work.


## Step 7
With the front edge of the MacBook Pro facing you, lift the right side and prop it up at a slight angle, using a sturdy foam block or book.
In the following steps, you'll apply liquid adhesive remover to the right (outer) edge of the battery. Keeping this side of the MacBook Pro elevated will help the adhesive remover flow underneath the battery.","MacBook_Pro_15""_Retina_Display_Mid_2015_Battery_Replacement",280,keyboard,True
How_to_reattach_a_Spacebar_Key_to_the_Magic_Keyboard_1,"## Inspect for Damage
Locate the small metal hooks that hold the bracket arms and hook inward to grip the bracket arms.
If the metal bracket holders are bent your key may be harder or impossible to replace.
These should come up straight out of the keyboard and not look bent. If you've tried repeatedly to replace the key, you may want some pliers or to gently use a fingernail to straighten these out.


## Remove Lower Stabilizer Bracket
Remove the lower metal bracket by prying it off carefully with your fingernail.
Don't worry too much about breaking anything. They snap out and back in fairly safely.


## Step 5
Position the bottom of the key in the opening with the top tilted up and away from the keyboard.
You may want to take the top bracket off the key and put it into its spot in the hole first. I've done this with it on and off.
Apply pressure starting from the bottom and slide your fingers up toward the top of the key.
You should hear and feel the two lower connections to the scissors. The top bracket should naturally be in the correct space.
You should be able to tap the key and feel normal action from the top part of it. No matter where you tap it on the top half.
Do not apply excess pressure. Previous Mac Keyboards you just pushed down hard and it worked. Apply only enough to seat the key.",How_to_reattach_a_Spacebar_Key_to_the_Magic_Keyboard,283,keyboard,True
How_to_Clone_an_Existing_Drive_6,"## Step 8
At this point, your new hard drive should be a clone of your existing drive and ready to install.
However, we recommend testing the cloned drive before physically swapping the drives. This can be done by attempting to boot from the new cloned drive through the USB enclosure.
Keep the enclosure connected to the computer and restart the computer. Hold down the '''""option""''' key as it reboots until a boot option menu shows up.


## Step 9
Select your new hard drive from the boot option menu.
Wait for the computer to boot up to verify if it works properly.
Your new hard drive is now ready to be installed in your computer.
Remove your new hard drive from the external enclosure and install it in your computer. Installation instructions are available for a variety of [[Topic:Mac|Macs]].",How_to_Clone_an_Existing_Drive,178,port,False
"Installing_MacBook_Pro_15""_Unibody_Early_2011_Dual_Hard_Drive_4","## Step 5
Attach the optical drive bracket to the new enclosure with two Phillips #0 screws.
Reconnect any cables you have removed from the original optical drive onto the optical bay enclosure.


## Step 6
Don't ditch that drive! You can still use your optical drive externally with the help of our [product|IF107-120|SATA Optical Drive USB Cable].
Align the cable's SATA connector with the drive's port and plug in securely.
Plug the USB connector into your laptop and your optical drive is ready for use.
To reassemble your device, follow these instructions in reverse order.","Installing_MacBook_Pro_15""_Unibody_Early_2011_Dual_Hard_Drive",132,port,False
"iMac_Intel_21.5""_EMC_2638_RAM_Replacement_11","## Step 1
Push on each side of the left speaker cable connector with the tip of a spudger and gently ''walk'' it out of its socket.


## Step 2
If necessary, use a pair of [product|IF145-020|tweezers] to gently peel the tape securing the left speaker cable to the SATA data/power cable.
This tape only needs to be removed if you are removing the left speaker.


## Step 3
De-route the left speaker cable by pulling it straight up out of the retaining clip in the back of the rear enclosure.
In a similar fashion, lift the combo SATA data/power cable up out of the retaining clip.


## Step 4
Use the flat edge of a spudger to flip up the metal retaining bracket on the iSight camera cable connector.
Pull the iSight camera cable straight out of its socket on the logic board.
Do '''not''' use excessive force. This is a delicate connector that can be easily damaged.


## Step 5
Use the flat edge of a spudger to disconnect each of the four antenna connectors from the AirPort/Bluetooth card.
Note the original positions for each connector when reconnecting the cables.","iMac_Intel_21.5""_EMC_2638_RAM_Replacement",259,port,True
"MacBook_Air_11""_Early_2014_Upper_Case_Replacement_4","## Step 7
Use the tip of a spudger to pry under the speaker cable connector, lifting it straight up from its socket.
De-route the  cable from its notch in the logic board.


## Step 8
Use the tip of a spudger or your fingernail to flip up the retaining flap on the trackpad ribbon cable ZIF socket.
Be sure you are prying up on the hinged retaining flap, '''not''' the socket itself.
Pull the trackpad ribbon cable straight out of its socket toward the front edge of the Air.


## Step 9
Use the tip of a spudger to flip up the retaining flap on the keyboard backlight ribbon cable ZIF socket.
Be sure you are prying up on the hinged retaining flap, '''not''' the socket itself.
Pull the keyboard backlight ribbon cable out of its socket.


## Step 10
Remove the single 2.9 mm T5 Torx screw securing the AirPort/Bluetooth card to the logic board.


## Step 11
Slightly lift the free end of the AirPort/Bluetooth board and pull it out of its socket on the logic board.
To avoid damaging its socket on the logic board, do '''not''' excessively lift the free end of the AirPort/Bluetooth card.","MacBook_Air_11""_Early_2014_Upper_Case_Replacement",273,port,False
iBook_G3_Clamshell_Optical_Drive_Replacement_1,"## Step 2
If your computer does not have an airport card, you can skip the next two steps.
Grasp the clear plastic tab on the airport card and pull up and toward the display.


## Step 3
Hold the airport card in one hand and use your other hand to remove the antenna cable.


## Step 1
Remove the two Phillips screws that secure the RAM shield.


## Step 2
Grasp the wire metal bracket on top of the RAM shield and pull upward to remove the shield.


## Step 3
Pull up the keyboard connector cable by its clear plastic loop.


## Step 1
Use a straightened paperclip to manually eject the CD-ROM tray.


## Step 2
Turn the computer over so that the bottom is facing up.
Remove the following Torx screws:
Four short T8 Torx near the battery compartment.
Two long T8 Torx near the hinges.


## Step 3
Pull the CD-ROM drive tray partly out.
Remove the silver Phillips screw from the plastic casing.


## Step 4
Turn the computer over.
Remove the three Phillips screws.",iBook_G3_Clamshell_Optical_Drive_Replacement,224,port,False
PowerBook_3400_M3553_Track_Pad_Replacement_0,"# PowerBook 3400 M3553 Track Pad Replacement
Your track pad is one of the most important parts of your PowerBook's user interface. If the track pad is damaged you will need to use an external mouse or replace the track pad. This is one of the hardest parts to get to in the computer. Before attempting, make sure you will be able to keep the removed parts organized to aid in reassembly.


###Tools Required:

 - TR8 Torx Security Screwdriver


###Parts Required:

 - None


## Step 1
Close the screen and turn the PowerBook over, orienting the computer upside down, using the label to guide you.


## Step 2
Hold the button on the front left side and slide the battery out.


## Step 1
With a Torx T8 screwdriver, remove the three Torx 24mm screws along the center of the back panel.


## Step 2
Turn the computer over and open the display. You should see that the keyboard is loose.
Before attempting to remove the keyboard, note that a ribbon cable connects  the keyboard to the logic board. Improper removal may damage your keyboard.
Slightly lift the front of the keyboard up, and slide the keyboard towards yourself.
Carefully lift the top half of the keyboard and pull it towards yourself.",PowerBook_3400_M3553_Track_Pad_Replacement,268,port,True
"MacBook_Pro_13""_Two_Thunderbolt_Ports_2020_Battery_Replacement_15","[https://www.ifixit.com/Wiki/Battery_Calibration|Calibrate] your newly installed battery: charge it to 100%, and keep charging it for at least 2 more hours. Unplug and use it normally to drain the battery. When you see the low battery warning, save your work, and keep your laptop on until it goes to sleep due to low battery. Wait at least 5 hours, then charge your laptop uninterrupted to 100%.
If you notice any unusual behavior or problems after installing your new battery, you may need to [https://support.apple.com/en-gb/HT201295|reset your MacBook Pro's SMC|new_window=true].
Compare your new replacement part to the original part—you may need to transfer remaining components or remove adhesive backings from the new part before installing.","MacBook_Pro_13""_Two_Thunderbolt_Ports_2020_Battery_Replacement",195,port,True
"MacBook_Pro_13""_Touch_Bar_2018_USB-C/Thunderbolt_ports_Replacement_6","## Touch Bar cable 1
Use a T3 Torx driver to remove the two screws.
Remove the metal shield carefully.
Carefully unplug the connector.


## Right speaker cable
Carefully peel back the black tape to reveal the ZIF connector.
Unlatch the ZIF connector by flicking the arm on the connector upwards and carefully remove the cable from the connector by sliding it out.
Repeat this process with the newly revealed connector.


## ZIF connector
Carefully peel back the black tape to reveal the ZIF connector.
Unlatch the ZIF connector by flicking the arm on the connector upwards and carefully remove the cable from the connector by sliding it out.


## Unplug Right Thunderbolt ports
Use a T3 Torx driver to remove the two screws.
Once the screw have been removed carefully remove the metal shield.
Under the metal shield there is a connector, carefully unplug it.


## Touch bar bracket / Flex
Use a T4 Torx driver to remove the  screw.
T4 Torx screw.
Remove the metal shield carefully.
Carefully unplug the connector.
The two screws that are outlined in yellow are not relevant to this step and are marked on the board itself. For this step, yellow corresponds to the yellow rectangle in the image.","MacBook_Pro_13""_Touch_Bar_2018_USB-C/Thunderbolt_ports_Replacement",262,port,True
"MacBook_Pro_15""_Retina_Display_Mid_2012_Battery_Replacement_3","## Step 2
Use the tip of a spudger to push the camera cable's plug toward the fan and out of its socket on the logic board.
The plug in the photo has six connections, but some models have twelve connections. The process of removing the plug from its socket is the same for both.
If the camera cable's plug won't come easily out of its socket on the logic board, fold back the rubber cover over the fan to gain access to the cable, then gently pull on the cable while using the spudger to gently push the plug out of its socket.
Be sure to push parallel to the board, first on one side, then the other, to slowly ""walk"" the plug out of its socket. Do not pry up, or you will damage the socket.


## Step 3
Insert the flat end of a spudger underneath the rubber heat sink cover on the right fan.
Slide the spudger underneath the length of the cover, releasing the adhesive.
Lift the cover and flip it back so that you can access the cables underneath.


## Step 4
Use your fingers to pull the AirPort/Camera cables up off the fan.
The cables are adhered to the fan, so peel them up carefully to avoid damaging them.
Carefully de-route the cables from the plastic cable guide.","MacBook_Pro_15""_Retina_Display_Mid_2012_Battery_Replacement",273,port,True
"Installing_iMac_Intel_21.5""_EMC_2428_Dual_Drive_Kit_6","## Step 3
Disconnect the microphone, left speaker, and right speaker cables by pulling their connectors toward the right side of the iMac.


## Step 4
Use the flat end of a spudger to pry all three AirPort antenna connectors up from their sockets on the AirPort board.
During reinstallation, connect the cable with no stripes to the socket marked CH0, the cable with one stripe to CH1, and the cable with two stripes to CH2.


## Step 5
Pull the hard drive fan connector toward the top edge of the iMac to disconnect it from its socket on the logic board.


## Step 6
Use your thumbnails on both sides of the Bluetooth/ambient light sensor/camera/left temperature connector to push it toward the top edge of the iMac and out of its socket on the logic board.


## Step 7
Use your thumbnails to push the right temperature sensor connector toward the top edge of the iMac and out of its socket.


## Step 8
Pull the CPU fan/ambient temperature sensor connector toward the bottom left edge of the iMac and out of its socket on the logic board.


## Step 9
Pull the power button connector toward the bottom left corner of the iMac to disconnect it from its socket on the logic board.","Installing_iMac_Intel_21.5""_EMC_2428_Dual_Drive_Kit",271,port,True
"PowerBook_G4_Aluminum_17""_1-1.67_GHz_Airport_Extreme_Replacement_0","# PowerBook G4 Aluminum 17"" 1-1.67 GHz Airport Extreme Replacement
Install an Airport Extreme 802.11g card internally.


###Tools Required:

 - 4mm Nut Driver

 - Phillips #00 Screwdriver

 - Spudger

 - TR8 Torx Security Screwdriver


###Parts Required:

 - G4 Aluminum 17"" 1/1.33/1.5 GHz Airport Extreme Card

 - G4 Aluminum 17"" 1.67 GHz (LR) Airport Extreme Card


## Step 1
Orient the computer so that the side with the line of screws on it is away from you.
Use your thumbs to push both battery release tabs away so that the edge of the battery lifts up.
Lift the battery out of the computer.


## Step 1
Remove the three identical Phillips screws from the memory door.


## Step 2
Lift the memory door up enough so that you can get a grip on it, and slide it toward you, pulling it away from the casing.


## Step 3
Release the tabs on each side of the RAM chip at the same time.  These tabs lock the chip in place and releasing them will cause the chip to ""pop"" up.
Pull the chip directly out from its connectors. If there is a second RAM chip installed, pop it out in the same manner.","PowerBook_G4_Aluminum_17""_1-1.67_GHz_Airport_Extreme_Replacement",274,port,False
"MacBook_Pro_17""_Models_A1151_A1212_A1229_and_A1261_LCD_Replacement_5","## Step 7
Slightly lift the lower edge of the display and pull it away from the rear display bezel.
The rear display bezel remains.


## Step 1
Remove the strip of tape covering the backlight leads.
Carefully lift the inverter out of the clutch cover enough to reach the backlight connector.


## Step 2
Disconnect the backlight cable from the inverter board.


## Step 3
Remove the several strips of tape securing the ribbon cables to the LCD.


## Step 4
Use the flat end of a spudger to carefully peel the three antenna strips off the lower edge of the LCD.
Work carefully, as these strips may tear in the process.


## Step 5
Use the tip of a spudger or your fingernail to flip up the ZIF retaining flap on the camera cable socket at the edge of the camera board near the top center of the front display bezel.
Be sure you are prying up on the retaining flap, '''not''' the socket itself.
Pull the camera cable out of its socket.
Peel the camera cable off the foam tape along the top edge of the display.


## Step 6
Pull the display data cable toward the bottom edge of the display to disconnect it from the LCD.","MacBook_Pro_17""_Models_A1151_A1212_A1229_and_A1261_LCD_Replacement",262,camera,True
Apple_iSight_Webcam_Camera_Replacement_1,"## Step 3
Using [product|IF145-020|tweezers], remove the netting that surrounds the black casing.


## Step 4
Pry open the top of the black casing and pull it off.
There is slot on each side just below the power cord connector.


## Step 5
Gently pull out the ribbon cables at the base of the circuit board. The camera module and lens cap are connected to the board via two busses.
Make sure that all pins are loose before pulling them out or you could risk bending the pins or breaking the connector.


## Step 6
Remove the three PH000 3.55mm screws that connect the end cap that holds the privacy shutter to the rest of the camera enclosure. Once the screw are removed, you can pull them apart.


## Step 7
Unscrew the three PH000 3.55mm screws from the connecting plate and the camera enclosure. Pull apart when all screws are removed.


## Step 8
Unscrew the three PH000 3.55mm screws securing the Camera module circuit board and lens enclosure.


## Step 9
Pull the pin tab from the base of the circuit board to separate the camera module and the lens enclosure.
To reassemble your device, follow these instructions in reverse order.",Apple_iSight_Webcam_Camera_Replacement,269,camera,False
"MacBook_Pro_15""_Unibody_2.53_GHz_Mid_2009_LCD_Replacement_10","## Step 8
Now that the top, left, and right edges of the glass are free from the display, slowly lift the top edge of the glass panel and gently rotate it out of the display.
If necessary, use the flat end of a spudger to free the bottom edge of the glass display panel from the display assembly.
Before reassembling, be sure to clean both the inside of the glass display panel and the LCD as any dust or fingerprints trapped inside will be annoyingly visible when the machine is on.


## Step 9
Insert the edge of a plastic opening tool between the display glass and the camera bracket, and run it around the camera bracket to separate it from the display glass.
Do not forget to stick the camera bracket down to the new front display glass before reassembly.","MacBook_Pro_15""_Unibody_2.53_GHz_Mid_2009_LCD_Replacement",165,camera,False
"iMac_Intel_27""_Retina_5K_Display_2020_Fan_Replacement_0","# iMac Intel 27"" Retina 5K Display 2020 Fan Replacement
Follow this guide to replace the fan on a 2020 iMac 27"" Retina 5K.

'''Some photos in this guide are from a different model and may contain slight visual discrepancies, but they won't affect the guide procedure.'''

Removing the display on the 2020 iMac Intel 27"" Retina 5K Display requires cutting adhesive with a specialized iMac opening tool. After you've completed your repair, you'll need to follow our [guide|143627|display adhesive guide] to scrape off the old adhesive and replace it with new double-sided adhesive strips.

'''Before beginning any work on your iMac:''' Unplug the computer and press and hold the power button for ten seconds to discharge the power supply's capacitors.

'''Be very careful''' not to touch the capacitor leads or any exposed solder joints on the back of the power supply.


###Tools Required:

 - iMac Intel 27"" Cardboard Service Wedge

 - iMac Opening Wheel

 - Plastic Cards

 - Spudger

 - TR10 Torx Security Screwdriver


###Parts Required:

 - iMac Intel 27"" (2012-2019) Adhesive Strips","iMac_Intel_27""_Retina_5K_Display_2020_Fan_Replacement",273,camera,True
Recognizing_&_Disconnecting_Cable_Connectors_15,"## Display Cable Connectors
Display (sometimes called eDP cables in laptops) and camera cable connectors often have a small metal buckle running around the socket, locking them in place. The connectors are typically wide and may have tape attached to the buckle.
Disconnecting these cables is a two-step process. First, gently push the tip of a spudger under the metal buckle to unclip it, then swing it over the socket.
Next, hold the buckle and cable ''together'' and gently pull the connector straight out of its socket.
To reconnect:
Grip the cable and buckle together and insert the connector fully into its socket.
Aligning the connector can be tricky. Reposition it as necessary and don't try to force it into the socket, or you may damage both the connector and its socket.
Flip the buckle over the socket and use a spudger to press the buckle down until it clicks into place.",Recognizing_&_Disconnecting_Cable_Connectors,197,camera,True
Repair_a_Magic_Mouse_After_a_Battery_Leak_3,"## Gently Separate the Top and Bottom Halves
You have removed the aluminum shell that was glued onto the bottom of Apple's Magic Mouse.
What you have left with are the upper and lower halves of the mouse.  They are held together by four tiny black plastic posts on the bottom half, that are inserted into plastic loops on the top half.  ***WARNING***:  Proceed with caution.  If you break any of these black plastic posts or loops, it might be game over.
The two halves are connected by a wide ribbon cable that is somewhat fragile.  ***WARNING:*** If you tear this cable it is game over for this mouse.
Proceeding with caution, take a small pry tool and pry one of the plastic loops off of its black plastic post.  Pry the loop in the outboard direction while applying gentle pressure separating the upper and lower halves of the mouse.  The loop should pop off the black plastic post.
Continue to release each of the remaining three black plastic posts.  Remember that on the Apple logo end of the mouse there is a fragile ribbon cable that you dare not tear.
Once you release the black plastic posts, the only thing holding the mouse together is a very fragile ribbon cable [see second photo].  ***WARNING:*** You don't want to tear the cable or pull it out of its socket (because it is tricky to put it back into the socket).  Proceed with care!",Repair_a_Magic_Mouse_After_a_Battery_Leak,295,camera,True
"iMac_27""_2017_Adhesive_Strips_Replacement_7","## Step 15
Peel away the white backing behind the strip to expose the remaining adhesive.


## Step 16
Run your finger from left to right along the length of the adhesive strip to ensure it is straight and unwrinkled, pressing down as you go to adhere the strip to the iMac.


## Step 17
Repeat the previous steps for the bottom left adhesive strip (strip 26), aligning and placing it along the bottom left edge of the iMac.
The strip should be positioned such that the L-bend sits next to the left vertical adhesive.''' The L-bend should not overlap the left vertical adhesive. '''
Once you've applied all the adhesive strips, the iMac should look as shown in the second photo.


## Replace the display
Gently set the display in place over the iMac and align it carefully.


## Step 19
Use painter's tape or masking tape to temporarily secure the bottom edge of the display to the iMac's enclosure.
The tape preserves the display's alignment, and allows you to safely swing the top edge of the display open to access the display cables.","iMac_27""_2017_Adhesive_Strips_Replacement",240,camera,True
"iMac_Intel_27""_EMC_2639_Adhesive_Strips_Replacement_7","## Step 15
Peel away the white backing behind the strip to expose the remaining adhesive.


## Step 16
Run your finger from left to right along the length of the adhesive strip to ensure it is straight and unwrinkled, pressing down as you go to adhere the strip to the iMac.


## Step 17
Repeat the previous steps for the bottom left adhesive strip (strip 26), aligning and placing it along the bottom left edge of the iMac.
The strip should be positioned such that the L-bend sits next to the left vertical adhesive.''' The L-bend should not overlap the left vertical adhesive. '''
Once you've applied all the adhesive strips, the iMac should look as shown in the second photo.


## Replace the display
Gently set the display in place over the iMac and align it carefully.


## Step 19
Use painter's tape or masking tape to temporarily secure the bottom edge of the display to the iMac's enclosure.
The tape preserves the display's alignment, and allows you to safely swing the top edge of the display open to access the display cables.","iMac_Intel_27""_EMC_2639_Adhesive_Strips_Replacement",240,camera,True
How_to_Fix_Apple_Mighty_Mouse_Power_Button_0,"# How to Fix Apple Mighty Mouse Power Button



###Tools Required:

 - Spudger

 - Metal Spudger


###Parts Required:

 - None


## Finding the switch
Firstly flip your mouse upside down and find the power switch. It is located just above the Apple logo and looks like a sliding door.


## Switching off the mouse
Slide the power switch to the off position or until it fully covers the optical sensor.


## Opening the battery door
Locate the clip holding the battery cover on the mouse and use a sputter or your nail to push it aside to allow the door to spring up.
This can take a few attempts especially if your mouse is well used and trying different approaches may get it to open up. For mine I had to slightly push the door down to open it.
Once the door pops up remove it but keep it close.


## How the switch works
The Mighty Mouse's on off switch works by the plastic slider on the door pushing down a bent piece of metal to then press a button on the main chassis of the mouse. (photo 1)
Over time the metal (photo 2) can bend to far down and not press the chassis button (photo 3) .",How_to_Fix_Apple_Mighty_Mouse_Power_Button,246,camera,True
"MacBook_Pro_15""_Touch_Bar_2019_Battery_Replacement_15","## Step 3
To control the flow of adhesive remover, raise the back edge (hinge side) of your MacBook Pro a few inches using a book or foam block.


## Step 4
Now that your MacBook Pro is fully prepped, it's time to prep yourself.
iFixit adhesive remover contains acetone, a mild skin and eye irritant.
Wear eye protection when handling and applying the adhesive remover. (Eye protection is included in your kit.)
'''Do not''' wear contact lenses without eye protection.
Protective gloves are also included in your kit. If you are concerned about possible skin irritation, put your gloves on now.


## Step 5
Pull off the black rubber stopper from your bottle of adhesive remover.
Twist to loosen or remove the bottle cap before you cut the applicator tip.
This unseals the bottle and allows the pressure to equalize before you cut the applicator tip. '''If you skip this step, the adhesive remover may spray out unexpectedly when the tip is cut.'''
Use scissors to cut off the sealed tip of the applicator.
Cutting close to the narrow tip will give you better control so you can apply the adhesive remover in small amounts.
Twist and close the bottle cap securely before you proceed further.","MacBook_Pro_15""_Touch_Bar_2019_Battery_Replacement",281,camera,False
"MacBook_Pro_13""_Retina_Display_Early_2013_Trackpad_Replacement_6","## Step 3
Now that your MacBook Pro is fully prepped, it's time to prep yourself.
iFixit adhesive remover contains acetone, a mild skin and eye irritant.
Wear eye protection when handling and applying the adhesive remover. (Eye protection is included in your kit.)
'''Do not''' wear contact lenses without eye protection.
Protective gloves are also included in your kit. If you are concerned about skin irritation, put your gloves on now.


## Step 4
Pull off the black rubber stopper from your bottle of adhesive remover.
Twist to loosen or remove the bottle cap before you cut the applicator tip.
This unseals the bottle and allows the pressure to equalize before you cut the applicator tip. '''If you skip this step, the adhesive remover may spray out unexpectedly when the tip is cut.'''
Use scissors to cut off the sealed tip of the applicator.
Cutting close to the narrow tip will give you better control so you can apply the adhesive remover in small amounts.
Twist and close the bottle cap securely before you proceed further.","MacBook_Pro_13""_Retina_Display_Early_2013_Trackpad_Replacement",242,camera,False
